MSGID,SYMBOL,ENUMNAME,FACILITY,OWNER,CATEGORY,SEVERITY,STATUS,SRC
295,ERSATZ_LIMIT_REQUIRES_NUMBER_TEXT,ErsatzLimitRequiresNumberText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
296,ERSATZ_LIMIT_SET_TEXT,ErsatzLimitSetText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
297,ERSATZ_PATH_LINE,ErsatzPathLine,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
298,ERSATZ_PATH_CLEARED_TEXT,ErsatzPathClearedText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
299,ERSATZ_PATH_ALREADY_EMPTY_TEXT,ErsatzPathAlreadyEmptyText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
300,ERSATZ_OPEN_REQUIRES_ALIAS_TEXT,ErsatzOpenRequiresAliasText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
301,ERSATZ_INVALID_NEXT_CHILD_TEXT,ErsatzInvalidNextChildText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
302,ERSATZ_LOAD_FAILED_TEXT,ErsatzLoadFailedText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
303,ERSATZ_SAVE_FAILED_TEXT,ErsatzSaveFailedText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
304,ERSATZ_POSITIVE_COUNT_REQUIRED_TEXT,ErsatzPositiveCountRequiredText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
305,ERSATZ_SIGNED_COUNT_REQUIRED_TEXT,ErsatzSignedCountRequiredText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
306,ERSATZ_UNKNOWN_SUBCOMMAND_TEXT,ErsatzUnknownSubcommandText,COMMAND:ERSATZ,COMMAND:ERSATZ,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
307,ERSATZ_AUTO_LOADED_PROFILE_TEXT,ErsatzAutoLoadedProfileText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
308,ERSATZ_ROOT_SELECTED_FALLBACK_TEXT,ErsatzRootSelectedFallbackText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
309,ERSATZ_SELECTED_ALIAS_ROOT_TEXT,ErsatzSelectedAliasRootText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
310,ERSATZ_ROOT_INFERRED_FALLBACK_TEXT,ErsatzRootInferredFallbackText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
311,ERSATZ_INFERRED_ROOT_TEXT,ErsatzInferredRootText,COMMAND:ERSATZ,COMMAND:ERSATZ,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
312,ERSATZ_DELTA_LIMIT_REQUIRES_NUMBER_TEXT,ErsatzDeltaLimitRequiresNumberText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
313,ERSATZ_DELTA_USAGE_TEXT,ErsatzDeltaUsageText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
314,ERSATZ_DELTA_STATUS_HEADER_TEXT,ErsatzDeltaStatusHeaderText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
315,ERSATZ_DELTA_NO_BASELINES_TEXT,ErsatzDeltaNoBaselinesText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
316,ERSATZ_DELTA_ALL_BASELINES_CLEARED_TEXT,ErsatzDeltaAllBaselinesClearedText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
317,ERSATZ_DELTA_CLEAR_RESULT_TEXT,ErsatzDeltaClearResultText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
318,ERSATZ_DELTA_CAPTURED_TEXT,ErsatzDeltaCapturedText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
319,ERSATZ_DELTA_NO_BASELINE_NAMED_TEXT,ErsatzDeltaNoBaselineNamedText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
320,ERSATZ_DELTA_SUMMARY_TEXT,ErsatzDeltaSummaryText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
321,ERSATZ_DELTA_NO_TUPLE_CHANGES_TEXT,ErsatzDeltaNoTupleChangesText,COMMAND:ERSATZ DELTA,COMMAND:ERSATZ DELTA,INFO,INFO,ACTIVE,src/help/helpdata_messages.cpp
322,LOCATE_USAGE_TEXT,LocateUsageText,COMMAND:LOCATE,COMMAND:LOCATE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
323,LOCATE_FOUND_TEXT,LocateFoundText,COMMAND:LOCATE,COMMAND:LOCATE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
324,LOCATE_NOT_FOUND_TEXT,LocateNotFoundText,COMMAND:LOCATE,COMMAND:LOCATE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
325,APPEND_USAGE_TEXT,AppendUsageText,COMMAND:APPEND,COMMAND:APPEND,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
326,APPEND_BLANK_USAGE_TEXT,AppendBlankUsageText,COMMAND:APPEND_BLANK,COMMAND:APPEND_BLANK,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
327,CONTINUE_USAGE_TEXT,ContinueUsageText,COMMAND:CONTINUE,COMMAND:CONTINUE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
328,FIND_USAGE_TEXT,FindUsageText,COMMAND:FIND,COMMAND:FIND,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
329,SEEK_USAGE_TEXT,SeekUsageText,COMMAND:SEEK,COMMAND:SEEK,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
330,INDEX_USAGE_TEXT,IndexUsageText,COMMAND:INDEX,COMMAND:INDEX,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
331,INDEX_INVALID_TAG_PATH_TEXT,IndexInvalidTagPathText,COMMAND:INDEX,COMMAND:INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
332,INDEX_USE_BARE_NAME_HINT_TEXT,IndexUseBareNameHintText,COMMAND:INDEX,COMMAND:INDEX,HINT,INFO,ACTIVE,src/help/helpdata_messages.cpp
333,INDEX_UNKNOWN_FIELD_TEXT,IndexUnknownFieldText,COMMAND:INDEX,COMMAND:INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
334,INDEX_AVAILABLE_FIELDS_TITLE,IndexAvailableFieldsTitle,COMMAND:INDEX,COMMAND:INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
335,INDEX_TIP_FIELD_NUMBER_TEXT,IndexTipFieldNumberText,COMMAND:INDEX,COMMAND:INDEX,HINT,INFO,ACTIVE,src/help/helpdata_messages.cpp
336,INDEX_TAG_MUST_NAME_INX_TEXT,IndexTagMustNameInxText,COMMAND:INDEX,COMMAND:INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
337,INDEX_GOT_PATH_TEXT,IndexGotPathText,COMMAND:INDEX,COMMAND:INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
338,INDEX_CANNOT_WRITE_FILE_TEXT,IndexCannotWriteFileText,COMMAND:INDEX,COMMAND:INDEX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
339,INDEX_WRITTEN_TEXT,IndexWrittenText,COMMAND:INDEX,COMMAND:INDEX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
340,IDX_USAGE_TEXT,IdxUsageText,COMMAND:IDX,COMMAND:IDX,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
341,IDX_EXPECTED_ON_TEXT,IdxExpectedOnText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
342,IDX_MISSING_FIELD_TOKEN_TEXT,IdxMissingFieldTokenText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
343,IDX_EXPECTED_TAG_TEXT,IdxExpectedTagText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
344,IDX_MISSING_TAG_NAME_TEXT,IdxMissingTagNameText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
345,IDX_DUPLICATE_SORT_OPTION_TEXT,IdxDuplicateSortOptionText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
346,IDX_SORT_REQUIRES_ALGORITHM_TEXT,IdxSortRequiresAlgorithmText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
347,IDX_UNKNOWN_SORT_ALGORITHM_TEXT,IdxUnknownSortAlgorithmText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
348,IDX_DUPLICATE_DIRECTION_OPTION_TEXT,IdxDuplicateDirectionOptionText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
349,IDX_UNEXPECTED_TOKEN_TEXT,IdxUnexpectedTokenText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
350,IDX_BUILD_CREATED_TEXT,IdxBuildCreatedText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
351,IDX_EXPR_LINE_TEXT,IdxExprLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
352,IDX_SORT_LINE_TEXT,IdxSortLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
353,IDX_DIRECTION_LINE_TEXT,IdxDirectionLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
354,IDX_RECORDS_LINE_TEXT,IdxRecordsLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
355,IDX_DELETED_LINE_TEXT,IdxDeletedLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
356,IDX_BUILD_ELAPSED_LINE_TEXT,IdxBuildElapsedLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
357,IDX_SORT_ELAPSED_LINE_TEXT,IdxSortElapsedLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
358,IDX_COMPARISONS_LINE_TEXT,IdxComparisonsLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
359,IDX_SWAPS_LINE_TEXT,IdxSwapsLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
360,IDX_NO_MEMORY_INDEXES_TEXT,IdxNoMemoryIndexesText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
361,IDX_MEMORY_INDEXES_TITLE,IdxMemoryIndexesTitle,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
362,IDX_LIST_HEADER_LINE_TEXT,IdxListHeaderLineText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
363,IDX_DROP_USAGE_TEXT,IdxDropUsageText,COMMAND:IDX,COMMAND:IDX,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
364,IDX_NO_MEMORY_INDEXES_TO_DROP_TEXT,IdxNoMemoryIndexesToDropText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
365,IDX_DROPPED_ALL_TEXT,IdxDroppedAllText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
366,IDX_DROPPED_MEMORY_INDEX_TEXT,IdxDroppedMemoryIndexText,COMMAND:IDX,COMMAND:IDX,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
367,IDX_MEMORY_INDEX_NOT_FOUND_TEXT,IdxMemoryIndexNotFoundText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
368,IDX_BUILD_USAGE_TEXT,IdxBuildUsageText,COMMAND:IDX,COMMAND:IDX,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
369,IDX_UNKNOWN_COMMAND_TEXT,IdxUnknownCommandText,COMMAND:IDX,COMMAND:IDX,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
370,COUNT_USAGE_TEXT,CountUsageText,COMMAND:COUNT,COMMAND:COUNT,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
371,CONTINUE_NO_ACTIVE_LOCATE_TEXT,ContinueNoActiveLocateText,COMMAND:CONTINUE,COMMAND:CONTINUE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
372,CONTINUE_NOT_FOUND_TEXT,ContinueNotFoundText,COMMAND:CONTINUE,COMMAND:CONTINUE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
373,CONTINUE_FOUND_AT_TEXT,ContinueFoundAtText,COMMAND:CONTINUE,COMMAND:CONTINUE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
374,GPS_USAGE_TEXT,GpsUsageText,COMMAND:GPS,COMMAND:GPS,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
375,GPS_NO_TABLE_CURSOR_LINE_TEXT,GpsNoTableCursorLineText,COMMAND:GPS,COMMAND:GPS,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
376,GPS_CURSOR_LINE_TEXT,GpsCursorLineText,COMMAND:GPS,COMMAND:GPS,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
377,GPS_UNNAMED_TABLE_TEXT,GpsUnnamedTableText,COMMAND:GPS,COMMAND:GPS,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
378,CALC_USAGE_TEXT,CalcUsageText,COMMAND:CALC,COMMAND:CALC,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
379,CALCWRITE_USAGE_TEXT,CalcWriteUsageText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
380,CALCWRITE_NO_FILE_OPEN_TEXT,CalcWriteNoFileOpenText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
381,CALCWRITE_UNKNOWN_FIELD_TEXT,CalcWriteUnknownFieldText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
382,CALCWRITE_NO_CURRENT_RECORD_TEXT,CalcWriteNoCurrentRecordText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
383,CALCWRITE_CANNOT_DETERMINE_CURRENT_AREA_TEXT,CalcWriteCannotDetermineCurrentAreaText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
384,CALCWRITE_EVALUATION_FAILED_TEXT,CalcWriteEvaluationFailedText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
385,CALCWRITE_DETAIL_TEXT,CalcWriteDetailText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
386,CALCWRITE_BUFFERED_FIELD_VALUE_TEXT,CalcWriteBufferedFieldValueText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
387,CALCWRITE_BUFFERED_FIELD_TEXT,CalcWriteBufferedFieldText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
388,CALCWRITE_WROTE_FIELD_VALUE_TEXT,CalcWriteWroteFieldValueText,COMMAND:CALCWRITE,COMMAND:CALCWRITE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
389,REPLACE_USAGE_TEXT,ReplaceUsageText,COMMAND:REPLACE,COMMAND:REPLACE,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
390,REPLACE_NO_FILE_OPEN_TEXT,ReplaceNoFileOpenText,COMMAND:REPLACE,COMMAND:REPLACE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
391,REPLACE_FIELD_NOT_FOUND_TEXT,ReplaceFieldNotFoundText,COMMAND:REPLACE,COMMAND:REPLACE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
392,REPLACE_NO_CURRENT_RECORD_TEXT,ReplaceNoCurrentRecordText,COMMAND:REPLACE,COMMAND:REPLACE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
393,REPLACE_CANNOT_DETERMINE_CURRENT_AREA_TEXT,ReplaceCannotDetermineCurrentAreaText,COMMAND:REPLACE,COMMAND:REPLACE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
394,REPLACE_DETAIL_TEXT,ReplaceDetailText,COMMAND:REPLACE,COMMAND:REPLACE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
395,REPLACE_BUFFERED_FIELD_RECORD_TEXT,ReplaceBufferedFieldRecordText,COMMAND:REPLACE,COMMAND:REPLACE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
396,REPLACE_REPLACED_FIELD_RECORD_TEXT,ReplaceReplacedFieldRecordText,COMMAND:REPLACE,COMMAND:REPLACE,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
397,REPLACE_WRITE_FAILED_DETAIL_TEXT,ReplaceWriteFailedDetailText,COMMAND:REPLACE,COMMAND:REPLACE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
398,REPLACE_WRITE_FAILED_TEXT,ReplaceWriteFailedText,COMMAND:REPLACE,COMMAND:REPLACE,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
399,REPLACE_MULTI_USAGE_TEXT,ReplaceMultiUsageText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,USAGE,INFO,ACTIVE,src/help/helpdata_messages.cpp
400,REPLACE_MULTI_EXPECTED_FIELD_AFTER_FIELD_TEXT,ReplaceMultiExpectedFieldAfterFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
401,REPLACE_MULTI_EXPECTED_WITH_AFTER_FIELD_TEXT,ReplaceMultiExpectedWithAfterFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
402,REPLACE_MULTI_EMPTY_VALUE_TEXT,ReplaceMultiEmptyValueText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
403,REPLACE_MULTI_INVALID_FIELD_TOKEN_TEXT,ReplaceMultiInvalidFieldTokenText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
404,REPLACE_MULTI_UNKNOWN_FIELD_TEXT,ReplaceMultiUnknownFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
405,REPLACE_MULTI_NO_ASSIGNMENTS_TEXT,ReplaceMultiNoAssignmentsText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
406,REPLACE_MULTI_NO_FILE_OPEN_TEXT,ReplaceMultiNoFileOpenText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
407,REPLACE_MULTI_NO_CURRENT_RECORD_TEXT,ReplaceMultiNoCurrentRecordText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
408,REPLACE_MULTI_RECORD_LOCKED_TEXT,ReplaceMultiRecordLockedText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
409,REPLACE_MULTI_INVALID_DATE_FOR_FIELD_TEXT,ReplaceMultiInvalidDateForFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
410,REPLACE_MULTI_INVALID_LOGICAL_FOR_FIELD_TEXT,ReplaceMultiInvalidLogicalForFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
411,REPLACE_MULTI_INVALID_NUMERIC_FOR_FIELD_TEXT,ReplaceMultiInvalidNumericForFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
412,REPLACE_MULTI_INVALID_FLOAT_FOR_FIELD_TEXT,ReplaceMultiInvalidFloatForFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
413,REPLACE_MULTI_INVALID_INT32_FOR_FIELD_TEXT,ReplaceMultiInvalidInt32ForFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
414,REPLACE_MULTI_INVALID_DOUBLE_FOR_FIELD_TEXT,ReplaceMultiInvalidDoubleForFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
415,REPLACE_MULTI_INVALID_CURRENCY_FOR_FIELD_TEXT,ReplaceMultiInvalidCurrencyForFieldText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
416,REPLACE_MULTI_DETAIL_TEXT,ReplaceMultiDetailText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
417,REPLACE_MULTI_MEMO_BACKEND_NOT_ATTACHED_TEXT,ReplaceMultiMemoBackendNotAttachedText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
418,REPLACE_MULTI_MEMO_WRITE_FAILED_TEXT,ReplaceMultiMemoWriteFailedText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
419,REPLACE_MULTI_STORE_MEMO_TOKEN_FAILED_TEXT,ReplaceMultiStoreMemoTokenFailedText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
420,REPLACE_MULTI_FIELD_SET_FAILED_TEXT,ReplaceMultiFieldSetFailedText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
421,REPLACE_MULTI_EXCEPTION_DURING_WRITE_TEXT,ReplaceMultiExceptionDuringWriteText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
422,REPLACE_MULTI_WRITE_FAILED_TEXT,ReplaceMultiWriteFailedText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
423,REPLACE_MULTI_UPDATED_FIELDS_TEXT,ReplaceMultiUpdatedFieldsText,COMMAND:REPLACE_MULTI,COMMAND:REPLACE_MULTI,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
424,UNSUPPORTED_MESSAGE_LOCALE,UnsupportedMessageLocale,SUBSYSTEM:MESSAGING,SUBSYSTEM:MESSAGING,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
425,UNKNOWN_COMMAND,UnknownCommand,GLOBAL,GLOBAL,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
426,MACRO_UNDEFINED_VARIABLE,MacroUndefinedVariable,GLOBAL,GLOBAL,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
427,MISSING_ARGUMENT,MissingArgument,GLOBAL,GLOBAL,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
428,TOO_MANY_ARGUMENTS,TooManyArguments,GLOBAL,GLOBAL,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
429,INVALID_SYNTAX,InvalidSyntax,GLOBAL,GLOBAL,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
430,INVALID_OPTION,InvalidOption,GLOBAL,GLOBAL,ERROR,ERROR,ACTIVE,src/help/helpdata_messages.cpp
431,COMMAND_NOT_IMPLEMENTED,CommandNotImplemented,GLOBAL,GLOBAL,STATUS,WARNING,ACTIVE,src/help/helpdata_messages.cpp
432,COMMAND_DEPRECATED,CommandDeprecated,GLOBAL,GLOBAL,DEPRECATION,WARNING,ACTIVE,src/help/helpdata_messages.cpp
433,GLOBAL_USAGE_TITLE,GlobalUsageTitle,GLOBAL,GLOBAL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
434,GLOBAL_SYNTAX_TITLE,GlobalSyntaxTitle,GLOBAL,GLOBAL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
435,GLOBAL_EXAMPLES_TITLE,GlobalExamplesTitle,GLOBAL,GLOBAL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
436,GLOBAL_DIRECT_ALIAS_TITLE,GlobalDirectAliasTitle,GLOBAL,GLOBAL,STATUS,INFO,ACTIVE,src/help/helpdata_messages.cpp
