MSGID,SYMBOL,ENUMNAME,LOCALE,MSGLOCALE,SYMBOLLOC,TEXT,TXTHASH,STATUS,SRC
529,COPY_AS_VECTOR_POLICY_TEXT,CopyAsVectorPolicyText,it,0000000529|it,COPY_AS_VECTOR_POLICY_TEXT|it,COPY TO AS X64 VECTOR: si usa l'attuale criterio dei metadati vettoriali x64.,ccd8da4a6ef0c0182af5f89b25af26feb1223e9bc062f9cb86c8e89db4bc268a,ACTIVE,src/help/helpdata_messages.cpp
530,COPY_AS_FAILED_TEXT,CopyAsFailedText,de,0000000530|de,COPY_AS_FAILED_TEXT|de,COPY TO AS fehlgeschlagen: {detail},5cf3470f659c1613b5ae7830f32407f3c60c8338f50ccbda8ecc4f153a69e903,ACTIVE,src/help/helpdata_messages.cpp
530,COPY_AS_FAILED_TEXT,CopyAsFailedText,en-US,0000000530|en-US,COPY_AS_FAILED_TEXT|en-US,COPY TO AS failed: {detail},de5e81842145260c392008eb2e38f6dd79a967c4b0c2dca4f352c186c060f759,ACTIVE,src/help/helpdata_messages.cpp
530,COPY_AS_FAILED_TEXT,CopyAsFailedText,es,0000000530|es,COPY_AS_FAILED_TEXT|es,COPY TO AS fallÃ³: {detail},7780ef900c023ef6093e4b17a9bf50c0371c7186e215a9e6295865f2e7916fc9,ACTIVE,src/help/helpdata_messages.cpp
530,COPY_AS_FAILED_TEXT,CopyAsFailedText,fr,0000000530|fr,COPY_AS_FAILED_TEXT|fr,COPY TO AS a Ã©chouÃ© : {detail},1eae52538c67c7630e2f59e43a83b4e0492f0cc0ae4300f1c9858b14b597076f,ACTIVE,src/help/helpdata_messages.cpp
530,COPY_AS_FAILED_TEXT,CopyAsFailedText,it,0000000530|it,COPY_AS_FAILED_TEXT|it,COPY TO AS non riuscito: {detail},6c203705e7258e3858f8ae5a44374a7cd9aef0d5e30b28f11c78e20c05617f8f,ACTIVE,src/help/helpdata_messages.cpp
531,COPIED_TABLE_TEXT,CopiedTableText,en-US,0000000531|en-US,COPIED_TABLE_TEXT|en-US,Copied table to {dst} [{flavor}]{vector},fe26fd7df1ecb5c138e0438d71a7333f50c4acdc6f674e073d6159b0d857824f,ACTIVE,src/help/helpdata_messages.cpp
532,COPY_TO_FAILED_TEXT,CopyToFailedText,de,0000000532|de,COPY_TO_FAILED_TEXT|de,COPY TO fehlgeschlagen: {detail},02722fb91620f9e7a4ee5a78e09d6da484d498fccbe39d37aa4bf47a93646c98,ACTIVE,src/help/helpdata_messages.cpp
532,COPY_TO_FAILED_TEXT,CopyToFailedText,en-US,0000000532|en-US,COPY_TO_FAILED_TEXT|en-US,COPY TO failed: {detail},c10a1404faffc765c08ecba0ee3a4cc659b95bb6f455e40b9f8814d5eb195c51,ACTIVE,src/help/helpdata_messages.cpp
532,COPY_TO_FAILED_TEXT,CopyToFailedText,es,0000000532|es,COPY_TO_FAILED_TEXT|es,COPY TO fallÃ³: {detail},42db609b17366463b5197ca487d5b5882eb9d4cfd3a78b0871b79fd4b3f569be,ACTIVE,src/help/helpdata_messages.cpp
532,COPY_TO_FAILED_TEXT,CopyToFailedText,fr,0000000532|fr,COPY_TO_FAILED_TEXT|fr,COPY TO a Ã©chouÃ© : {detail},2af7b3ef40bf0399ad2716d064bb60f29a7ea51e7532e85256f83ecd5264e804,ACTIVE,src/help/helpdata_messages.cpp
532,COPY_TO_FAILED_TEXT,CopyToFailedText,it,0000000532|it,COPY_TO_FAILED_TEXT|it,COPY TO non riuscito: {detail},9c0102b0a327dec9bf5485e1c2501eb490719255fe5dc9521a0fba1a37716796,ACTIVE,src/help/helpdata_messages.cpp
533,COPIED_DBF_TEXT,CopiedDbfText,en-US,0000000533|en-US,COPIED_DBF_TEXT|en-US,Copied DBF to {dst},da9babeb47041814a2ad8a669682885d55513f464427d5cb22d1b02065cb7d88,ACTIVE,src/help/helpdata_messages.cpp
534,COMMIT_USAGE_TEXT,CommitUsageText,de,0000000534|de,COMMIT_USAGE_TEXT|de,"Verwendung:
  COMMIT USAGE
  COMMIT
  COMMIT ALL
  COMMIT MANUAL
  COMMIT INTERACTIVE
  COMMIT AUTO
  COMMIT ALL MANUAL
  COMMIT ALL INTERACTIVE
  COMMIT ALL AUTO
Hinweise:
  - COMMIT wendet gepufferte TABLE-Ãnderungen mit Sperrung zum Commit-Zeitpunkt an.
  - COMMIT ALL wendet alle geÃ¶ffneten gepufferten Bereiche an.
  - CDX/LMDB-Neuaufbauten werden von COMMIT bewusst nicht durchgefÃ¼hrt.",ebc404ed2293fab1f3fd044c70ab39cf6a7e87b06e83bf69d0a7be4d02d7468f,ACTIVE,src/help/helpdata_messages.cpp
534,COMMIT_USAGE_TEXT,CommitUsageText,en-US,0000000534|en-US,COMMIT_USAGE_TEXT|en-US,"Usage:
  COMMIT USAGE
  COMMIT
  COMMIT ALL
  COMMIT MANUAL
  COMMIT INTERACTIVE
  COMMIT AUTO
  COMMIT ALL MANUAL
  COMMIT ALL INTERACTIVE
  COMMIT ALL AUTO
Notes:
  - COMMIT applies buffered TABLE changes with locking at commit time.
  - COMMIT ALL applies all open buffered areas.
  - CDX/LMDB rebuilds are intentionally not performed by COMMIT.",45029c1fc0fd96b57ed55649eeae3af24ee4352ff951d1fbfda46d95815eec3e,ACTIVE,src/help/helpdata_messages.cpp
534,COMMIT_USAGE_TEXT,CommitUsageText,es,0000000534|es,COMMIT_USAGE_TEXT|es,"Uso:
  COMMIT USAGE
  COMMIT
  COMMIT ALL
  COMMIT MANUAL
  COMMIT INTERACTIVE
  COMMIT AUTO
  COMMIT ALL MANUAL
  COMMIT ALL INTERACTIVE
  COMMIT ALL AUTO
Notas:
  - COMMIT aplica los cambios TABLE en bÃºfer con bloqueo en el momento de la confirmaciÃ³n.
  - COMMIT ALL aplica todas las Ã¡reas en bÃºfer abiertas.
  - Las reconstrucciones CDX/LMDB no las realiza COMMIT intencionadamente.",1f5936dc9e56dd532c4d6d75cdd7cf450ab44c7a5c9285931c4a230f5347ecb2,ACTIVE,src/help/helpdata_messages.cpp
534,COMMIT_USAGE_TEXT,CommitUsageText,fr,0000000534|fr,COMMIT_USAGE_TEXT|fr,"Utilisation :
  COMMIT USAGE
  COMMIT
  COMMIT ALL
  COMMIT MANUAL
  COMMIT INTERACTIVE
  COMMIT AUTO
  COMMIT ALL MANUAL
  COMMIT ALL INTERACTIVE
  COMMIT ALL AUTO
Remarques :
  - COMMIT applique les modifications TABLE en mÃ©moire tampon avec verrouillage au moment de la validation.
  - COMMIT ALL applique toutes les zones en mÃ©moire tampon ouvertes.
  - Les reconstructions CDX/LMDB ne sont volontairement pas effectuÃ©es par COMMIT.",da4dc460022b172912a878e6f23a50545b47dcbb0b2a5b99a71588c59c323a34,ACTIVE,src/help/helpdata_messages.cpp
534,COMMIT_USAGE_TEXT,CommitUsageText,it,0000000534|it,COMMIT_USAGE_TEXT|it,"Uso:
  COMMIT USAGE
  COMMIT
  COMMIT ALL
  COMMIT MANUAL
  COMMIT INTERACTIVE
  COMMIT AUTO
  COMMIT ALL MANUAL
  COMMIT ALL INTERACTIVE
  COMMIT ALL AUTO
Note:
  - COMMIT applica le modifiche TABLE nel buffer con blocco al momento del commit.
  - COMMIT ALL applica tutte le aree bufferizzate aperte.
  - Le ricostruzioni CDX/LMDB non vengono eseguite intenzionalmente da COMMIT.",b613f0cc937353d92d0cb3cbf85357bbc891ffb9d106cbbece7089de6270b620,ACTIVE,src/help/helpdata_messages.cpp
535,COMMIT_REC_LOCKED_TEXT,CommitRecLockedText,de,0000000535|de,COMMIT_REC_LOCKED_TEXT|de,Datensatz {rn} gesperrt ({detail}),c137f53f6f78a91e76fc2dd0ae581bdea47038a74ce9f2f9d33e396cd2c003cb,ACTIVE,src/help/helpdata_messages.cpp
535,COMMIT_REC_LOCKED_TEXT,CommitRecLockedText,en-US,0000000535|en-US,COMMIT_REC_LOCKED_TEXT|en-US,rec {rn} locked ({detail}),72264f795fb935677405d7ff8871103863ae8dc9ec16825d3b43e0a8d8ae5968,ACTIVE,src/help/helpdata_messages.cpp
535,COMMIT_REC_LOCKED_TEXT,CommitRecLockedText,es,0000000535|es,COMMIT_REC_LOCKED_TEXT|es,registro {rn} bloqueado ({detail}),fa45346df6b7130c9b47e6e250527644cc58e1ef08db5ed2294c4e798355cb3a,ACTIVE,src/help/helpdata_messages.cpp
535,COMMIT_REC_LOCKED_TEXT,CommitRecLockedText,fr,0000000535|fr,COMMIT_REC_LOCKED_TEXT|fr,enregistrement {rn} verrouillÃ© ({detail}),d07a60c630430dac3ad2edda9239ef070b10450a8db6c566cfa360a9de70beb1,ACTIVE,src/help/helpdata_messages.cpp
535,COMMIT_REC_LOCKED_TEXT,CommitRecLockedText,it,0000000535|it,COMMIT_REC_LOCKED_TEXT|it,record {rn} bloccato ({detail}),8c3dad7a15df83ac97dca48888805f556bc5a523b12993487110a3a36567dd1e,ACTIVE,src/help/helpdata_messages.cpp
536,COMMIT_NO_ACTIVE_ORDER_TEXT,CommitNoActiveOrderText,de,0000000536|de,COMMIT_NO_ACTIVE_ORDER_TEXT|de,keine aktive Ordnung; Indexneuaufbau Ã¼bersprungen.,652d2d98164d76321441403edaa16b2ca9914da071452a79cb607a95efa58c41,ACTIVE,src/help/helpdata_messages.cpp
536,COMMIT_NO_ACTIVE_ORDER_TEXT,CommitNoActiveOrderText,en-US,0000000536|en-US,COMMIT_NO_ACTIVE_ORDER_TEXT|en-US,no active order; index rebuild skipped.,b7b66e37c32ef903690053a2eceba5814456e927d4e739b173a3ca244c77b6da,ACTIVE,src/help/helpdata_messages.cpp
536,COMMIT_NO_ACTIVE_ORDER_TEXT,CommitNoActiveOrderText,es,0000000536|es,COMMIT_NO_ACTIVE_ORDER_TEXT|es,sin orden activo; reconstrucciÃ³n de Ã­ndice omitida.,63d1f1382a31bbee8df15a71fcfffff3606e977c66ace3f12cb730b99633c6e7,ACTIVE,src/help/helpdata_messages.cpp
536,COMMIT_NO_ACTIVE_ORDER_TEXT,CommitNoActiveOrderText,fr,0000000536|fr,COMMIT_NO_ACTIVE_ORDER_TEXT|fr,aucun ordre actif ; reconstruction de l'index ignorÃ©e.,29e247e77553098c2fc2954c1faf743d13fa4e20e9b9945cb4aeafa76d4ddc8c,ACTIVE,src/help/helpdata_messages.cpp
536,COMMIT_NO_ACTIVE_ORDER_TEXT,CommitNoActiveOrderText,it,0000000536|it,COMMIT_NO_ACTIVE_ORDER_TEXT|it,nessun ordine attivo; ricostruzione indice saltata.,ee6826ae918d2bd6b08f06f7087421b9eeca0d7af3a9bece7ecbbefdf9b2ddca,ACTIVE,src/help/helpdata_messages.cpp
537,COMMIT_CDX_SKIPPED_TEXT,CommitCdxSkippedText,de,0000000537|de,COMMIT_CDX_SKIPPED_TEXT|de,CDX/LMDB-Neuaufbau Ã¼bersprungen{tag}; Laufzeit-Mutations-Hooks verwalten die Indexaktualisierungen.,80e97f6f309e8711374d1fc41a3cfe0d044384de90a2b48b7bd6a4800bbedcfd,ACTIVE,src/help/helpdata_messages.cpp
537,COMMIT_CDX_SKIPPED_TEXT,CommitCdxSkippedText,en-US,0000000537|en-US,COMMIT_CDX_SKIPPED_TEXT|en-US,CDX/LMDB rebuild skipped{tag}; runtime mutation hooks own index updates.,2dc1f7286ea2647a9d4020f84c65dae9c3708a2dc6c82c4d10d5c6141514a717,ACTIVE,src/help/helpdata_messages.cpp
537,COMMIT_CDX_SKIPPED_TEXT,CommitCdxSkippedText,es,0000000537|es,COMMIT_CDX_SKIPPED_TEXT|es,reconstrucciÃ³n CDX/LMDB omitida{tag}; los ganchos de mutaciÃ³n en tiempo de ejecuciÃ³n gestionan las actualizaciones de Ã­ndice.,9afb7cd10856d3999cca696881e000a0dcebc932e8abb1c205e1d9e2f45fa013,ACTIVE,src/help/helpdata_messages.cpp
537,COMMIT_CDX_SKIPPED_TEXT,CommitCdxSkippedText,fr,0000000537|fr,COMMIT_CDX_SKIPPED_TEXT|fr,reconstruction CDX/LMDB ignorÃ©e{tag} ; les hooks de mutation d'exÃ©cution gÃ¨rent les mises Ã  jour d'index.,23a98c6c382bf2a79c29e1756c9c80cff2f18979553551a4d3a592ce60fa6ef4,ACTIVE,src/help/helpdata_messages.cpp
537,COMMIT_CDX_SKIPPED_TEXT,CommitCdxSkippedText,it,0000000537|it,COMMIT_CDX_SKIPPED_TEXT|it,ricostruzione CDX/LMDB saltata{tag}; gli hook di mutazione runtime gestiscono gli aggiornamenti dell'indice.,f31679fae17ff77b7bac4b4cc8b61741909b4fbb0a0a7974d84ec31d803de326,ACTIVE,src/help/helpdata_messages.cpp
538,COMMIT_REBUILDING_CNX_TEXT,CommitRebuildingCnxText,de,0000000538|de,COMMIT_REBUILDING_CNX_TEXT|de,CNX wird neu aufgebaut...,a93387dbdb3da912e1a634b56825f1ab552979d7df85da97d45a22ef03d85068,ACTIVE,src/help/helpdata_messages.cpp
538,COMMIT_REBUILDING_CNX_TEXT,CommitRebuildingCnxText,en-US,0000000538|en-US,COMMIT_REBUILDING_CNX_TEXT|en-US,rebuilding CNX...,69fa8db44ba0de0ccad068b0534f158e7b8012490bc74eb3a14b4230d45bd1da,ACTIVE,src/help/helpdata_messages.cpp
538,COMMIT_REBUILDING_CNX_TEXT,CommitRebuildingCnxText,es,0000000538|es,COMMIT_REBUILDING_CNX_TEXT|es,reconstruyendo CNX...,4b84da280b348a17b0c5733c5850fdda54c0c070bfa535063726eb1f3079784e,ACTIVE,src/help/helpdata_messages.cpp
538,COMMIT_REBUILDING_CNX_TEXT,CommitRebuildingCnxText,fr,0000000538|fr,COMMIT_REBUILDING_CNX_TEXT|fr,reconstruction du CNX...,82e115ee04c565da9a2d0d6e843bf781386503bdba596685cf50c997a614ff00,ACTIVE,src/help/helpdata_messages.cpp
538,COMMIT_REBUILDING_CNX_TEXT,CommitRebuildingCnxText,it,0000000538|it,COMMIT_REBUILDING_CNX_TEXT|it,ricostruzione CNX...,7cff192dde1d68cf53e6d5002a42be14c802b4456d27d0d1b7afc054245f01ff,ACTIVE,src/help/helpdata_messages.cpp
539,COMMIT_CNX_NOT_CLEARED_TEXT,CommitCnxNotClearedText,de,0000000539|de,COMMIT_CNX_NOT_CLEARED_TEXT|de,CNX-Neuaufbau hat den veralteten Zustand nicht bereinigt.,80ab06d3a21929de260e5140e4b88125d7ea3d3f58fecb9d7edf0d5284cfb737,ACTIVE,src/help/helpdata_messages.cpp
539,COMMIT_CNX_NOT_CLEARED_TEXT,CommitCnxNotClearedText,en-US,0000000539|en-US,COMMIT_CNX_NOT_CLEARED_TEXT|en-US,CNX rebuild did not clear stale state.,45b74a8c4f782a5024ca3b4a83f73f6859a1878f0c9dd986f647f33beb020501,ACTIVE,src/help/helpdata_messages.cpp
539,COMMIT_CNX_NOT_CLEARED_TEXT,CommitCnxNotClearedText,es,0000000539|es,COMMIT_CNX_NOT_CLEARED_TEXT|es,la reconstrucciÃ³n de CNX no eliminÃ³ el estado obsoleto.,42b6586acd514cbbda752081ee4f68998a8d19394e872b96735b7e528b77d3f8,ACTIVE,src/help/helpdata_messages.cpp
539,COMMIT_CNX_NOT_CLEARED_TEXT,CommitCnxNotClearedText,fr,0000000539|fr,COMMIT_CNX_NOT_CLEARED_TEXT|fr,la reconstruction du CNX n'a pas effacÃ© l'Ã©tat obsolÃ¨te.,0f460289d9e94dfbe8f00b341a9d3c2927fa746f47d50c95260890f8802df97b,ACTIVE,src/help/helpdata_messages.cpp
539,COMMIT_CNX_NOT_CLEARED_TEXT,CommitCnxNotClearedText,it,0000000539|it,COMMIT_CNX_NOT_CLEARED_TEXT|it,la ricostruzione CNX non ha eliminato lo stato obsoleto.,09fe293c256deffbda574fd4a37379fd9f8560ccaaed392cae807a6b89406de2,ACTIVE,src/help/helpdata_messages.cpp
540,COMMIT_REINDEXING_TEXT,CommitReindexingText,de,0000000540|de,COMMIT_REINDEXING_TEXT|de,INX/IDX werden neu indiziert...,a463e0c97914f51d4c4fd0f6e1fec94ba8b1f2e76cae4bb3011eaaea3ea61673,ACTIVE,src/help/helpdata_messages.cpp
540,COMMIT_REINDEXING_TEXT,CommitReindexingText,en-US,0000000540|en-US,COMMIT_REINDEXING_TEXT|en-US,reindexing INX/IDX...,9cfa7f1a2262d33b97b8775513dd67956f389cef2f93a61839a6f74f92072387,ACTIVE,src/help/helpdata_messages.cpp
540,COMMIT_REINDEXING_TEXT,CommitReindexingText,es,0000000540|es,COMMIT_REINDEXING_TEXT|es,reindexando INX/IDX...,cef03e25f230240f8d6ebc2f6fddac171b8f7e458cf277fe89dfa9bdf35b53df,ACTIVE,src/help/helpdata_messages.cpp
540,COMMIT_REINDEXING_TEXT,CommitReindexingText,fr,0000000540|fr,COMMIT_REINDEXING_TEXT|fr,rÃ©indexation INX/IDX...,5bdbada84c547ca9e797ab5b43c9b6138e5adca05fd39a4ea1741a11231a3eff,ACTIVE,src/help/helpdata_messages.cpp
540,COMMIT_REINDEXING_TEXT,CommitReindexingText,it,0000000540|it,COMMIT_REINDEXING_TEXT|it,reindicizzazione INX/IDX...,4a19a3b3560e8d16a3af61ceaf52a34889fc119b615e6d5e9fc612cc1d880e6a,ACTIVE,src/help/helpdata_messages.cpp
541,COMMIT_REINDEX_NOT_CLEARED_TEXT,CommitReindexNotClearedText,de,0000000541|de,COMMIT_REINDEX_NOT_CLEARED_TEXT|de,INX/IDX-Neuindizierung hat den veralteten Zustand nicht bereinigt.,58ee520fbf7eba9171270cc133c38ae440fa742afd036d89a092584134142cae,ACTIVE,src/help/helpdata_messages.cpp
541,COMMIT_REINDEX_NOT_CLEARED_TEXT,CommitReindexNotClearedText,en-US,0000000541|en-US,COMMIT_REINDEX_NOT_CLEARED_TEXT|en-US,INX/IDX reindex did not clear stale state.,8a7d0f22ed9ff085642839479af8777acfa35e01ef5a18984450823602249a3a,ACTIVE,src/help/helpdata_messages.cpp
541,COMMIT_REINDEX_NOT_CLEARED_TEXT,CommitReindexNotClearedText,es,0000000541|es,COMMIT_REINDEX_NOT_CLEARED_TEXT|es,la reindexaciÃ³n de INX/IDX no eliminÃ³ el estado obsoleto.,eff4c206f9bfccb294820788acdd869fe7f4480ab41d1126769e0af2bd736662,ACTIVE,src/help/helpdata_messages.cpp
541,COMMIT_REINDEX_NOT_CLEARED_TEXT,CommitReindexNotClearedText,fr,0000000541|fr,COMMIT_REINDEX_NOT_CLEARED_TEXT|fr,la rÃ©indexation INX/IDX n'a pas effacÃ© l'Ã©tat obsolÃ¨te.,d9546ab5c637308950b3c1b0c1d3423851486aee7873cb91e1f27b5d70efabea,ACTIVE,src/help/helpdata_messages.cpp
541,COMMIT_REINDEX_NOT_CLEARED_TEXT,CommitReindexNotClearedText,it,0000000541|it,COMMIT_REINDEX_NOT_CLEARED_TEXT|it,la reindicizzazione INX/IDX non ha eliminato lo stato obsoleto.,562865e485afa64ef0c66cc32f2f1e7e38291b229f86b45cd71cc8d2794c96bc,ACTIVE,src/help/helpdata_messages.cpp
542,COMMIT_NO_CHANGES_TEXT,CommitNoChangesText,de,0000000542|de,COMMIT_NO_CHANGES_TEXT|de,keine Ãnderungen im Puffer.,412ce5b694b772647b887c77771eeb80577b3b21ed027e39affb2684336b312c,ACTIVE,src/help/helpdata_messages.cpp
542,COMMIT_NO_CHANGES_TEXT,CommitNoChangesText,en-US,0000000542|en-US,COMMIT_NO_CHANGES_TEXT|en-US,no changes in buffer.,3e5e4f5f055a1c37792ba0805c0f018db24665cb56f7d72d1af74605d875b78e,ACTIVE,src/help/helpdata_messages.cpp
542,COMMIT_NO_CHANGES_TEXT,CommitNoChangesText,es,0000000542|es,COMMIT_NO_CHANGES_TEXT|es,no hay cambios en el bÃºfer.,ef70ccff0aa8ea7feace4097fb4a6a3d6227290f78797ec9943e5f195f9747a8,ACTIVE,src/help/helpdata_messages.cpp
542,COMMIT_NO_CHANGES_TEXT,CommitNoChangesText,fr,0000000542|fr,COMMIT_NO_CHANGES_TEXT|fr,aucune modification dans la mÃ©moire tampon.,faaabdf93758e93da154db125dbb0889ec1d8d33cb243e1ddedc23e82731f6df,ACTIVE,src/help/helpdata_messages.cpp
542,COMMIT_NO_CHANGES_TEXT,CommitNoChangesText,it,0000000542|it,COMMIT_NO_CHANGES_TEXT|it,nessuna modifica nel buffer.,7f588f738509edfa1c1a6d188b1549215ca30fb5fe66aa4d138cc437be45ffee,ACTIVE,src/help/helpdata_messages.cpp
543,COMMIT_PARTIAL_REMAINING_TEXT,CommitPartialRemainingText,de,0000000543|de,COMMIT_PARTIAL_REMAINING_TEXT|de,teilweise. OK={ok} FEHLER={fail} (verbleibend gepuffert),4061b856317940dcb747916d1db71be6e75b3ef880e77dcc50b41a8b9c8d0e54,ACTIVE,src/help/helpdata_messages.cpp
543,COMMIT_PARTIAL_REMAINING_TEXT,CommitPartialRemainingText,en-US,0000000543|en-US,COMMIT_PARTIAL_REMAINING_TEXT|en-US,partial. OK={ok} FAIL={fail} (remaining buffered),e8ebb93f3564639dfd3db5e6d04f0c4d8d829f6db56a765172fac5b7dc88b72c,ACTIVE,src/help/helpdata_messages.cpp
543,COMMIT_PARTIAL_REMAINING_TEXT,CommitPartialRemainingText,es,0000000543|es,COMMIT_PARTIAL_REMAINING_TEXT|es,parcial. OK={ok} FALLO={fail} (restantes en bÃºfer),c7c8f468a3006833f83e773879de4ef8a02ff3c58e16bb0206adeb5da136360c,ACTIVE,src/help/helpdata_messages.cpp
543,COMMIT_PARTIAL_REMAINING_TEXT,CommitPartialRemainingText,fr,0000000543|fr,COMMIT_PARTIAL_REMAINING_TEXT|fr,partiel. OK={ok} ÃCHEC={fail} (reste en mÃ©moire tampon),0ecd309fe025fec9e552f7a5b783a9de2256b51222f13a575ed2800c2b6d2d6a,ACTIVE,src/help/helpdata_messages.cpp
543,COMMIT_PARTIAL_REMAINING_TEXT,CommitPartialRemainingText,it,0000000543|it,COMMIT_PARTIAL_REMAINING_TEXT|it,parziale. OK={ok} FALLITI={fail} (rimanenti nel buffer),6a689d070705e053d57031fbf2b595bcf86824903be40a96cd3463485bc567d3,ACTIVE,src/help/helpdata_messages.cpp
544,COMMIT_PARTIAL_TEXT,CommitPartialText,de,0000000544|de,COMMIT_PARTIAL_TEXT|de,teilweise. OK={ok} FEHLER={fail}.,f6248c09fff1a430fa47ccf75984f081b64e59d012dc1736d4e6958ea023e2b5,ACTIVE,src/help/helpdata_messages.cpp
544,COMMIT_PARTIAL_TEXT,CommitPartialText,en-US,0000000544|en-US,COMMIT_PARTIAL_TEXT|en-US,partial. OK={ok} FAIL={fail}.,04e80015b11a844408717e67d96c3cb1876954ab2eb3b16a7a14a95b65172c6e,ACTIVE,src/help/helpdata_messages.cpp
544,COMMIT_PARTIAL_TEXT,CommitPartialText,es,0000000544|es,COMMIT_PARTIAL_TEXT|es,parcial. OK={ok} FALLO={fail}.,aabec6c6518d64914d2ee5cdbca609493c161d1d3cdbf9df7bb86042c7dd916b,ACTIVE,src/help/helpdata_messages.cpp
544,COMMIT_PARTIAL_TEXT,CommitPartialText,fr,0000000544|fr,COMMIT_PARTIAL_TEXT|fr,partiel. OK={ok} ÃCHEC={fail}.,34b2d7745927d6b93106ac8fff449cfa7ae55df14c5e991334e4de3137cf80c3,ACTIVE,src/help/helpdata_messages.cpp
544,COMMIT_PARTIAL_TEXT,CommitPartialText,it,0000000544|it,COMMIT_PARTIAL_TEXT|it,parziale. OK={ok} FALLITI={fail}.,9961557389998201de72af243e9a6ac233f7e5fcac2570dff95bca94ea67254e,ACTIVE,src/help/helpdata_messages.cpp
545,COMMIT_MEMO_FLUSH_FAILED_TEXT,CommitMemoFlushFailedText,de,0000000545|de,COMMIT_MEMO_FLUSH_FAILED_TEXT|de,Fehler beim Memo-Flush{detail}; Puffer fÃ¼r erneuten Versuch beibehalten. DBF-SchreibvorgÃ¤nge kÃ¶nnten bereits erfolgt sein.,b8799af37e354c616966153280875ca200193349b45542256cf9c244df9aebe5,ACTIVE,src/help/helpdata_messages.cpp
545,COMMIT_MEMO_FLUSH_FAILED_TEXT,CommitMemoFlushFailedText,en-US,0000000545|en-US,COMMIT_MEMO_FLUSH_FAILED_TEXT|en-US,failed during memo flush{detail}; buffer retained for retry. DBF writes may already have occurred.,2bdcc74ca9f5003ceeb1d2f102508711e173a270f30d34c8ae0aee1ee9211466,ACTIVE,src/help/helpdata_messages.cpp
545,COMMIT_MEMO_FLUSH_FAILED_TEXT,CommitMemoFlushFailedText,es,0000000545|es,COMMIT_MEMO_FLUSH_FAILED_TEXT|es,fallÃ³ durante el vaciado de memo{detail}; bÃºfer conservado para reintento. Es posible que ya se hayan producido escrituras en DBF.,920cab5158975a3ef939bded98e802ccd4b524228f4823a7714e74c844411087,ACTIVE,src/help/helpdata_messages.cpp
545,COMMIT_MEMO_FLUSH_FAILED_TEXT,CommitMemoFlushFailedText,fr,0000000545|fr,COMMIT_MEMO_FLUSH_FAILED_TEXT|fr,Ã©chec lors du vidage du mÃ©mo{detail} ; mÃ©moire tampon conservÃ©e pour nouvelle tentative. Des Ã©critures DBF ont pu dÃ©jÃ  avoir lieu.,fc0ecfe274183a5d05ffaa767471212938945adb978d4790e9232671b33a4783,ACTIVE,src/help/helpdata_messages.cpp
545,COMMIT_MEMO_FLUSH_FAILED_TEXT,CommitMemoFlushFailedText,it,0000000545|it,COMMIT_MEMO_FLUSH_FAILED_TEXT|it,errore durante lo scaricamento del memo{detail}; buffer conservato per riprovare. Le scritture DBF potrebbero essere giÃ  avvenute.,4acbab24c5beeeee56916658639babbe145978088b547e13dec28fd36cbe1d4e,ACTIVE,src/help/helpdata_messages.cpp
546,COMMIT_INDEX_FINALIZE_FAILED_TEXT,CommitIndexFinalizeFailedText,de,0000000546|de,COMMIT_INDEX_FINALIZE_FAILED_TEXT|de,Fehler bei der Indexfinalisierung; Puffer fÃ¼r erneuten Versuch beibehalten. DBF- und Memo-SchreibvorgÃ¤nge kÃ¶nnten bereits erfolgt sein.,89fdefc322dba467f932cec1a8032413f8d59854b51e23d69a3bfacb1ac746e0,ACTIVE,src/help/helpdata_messages.cpp
546,COMMIT_INDEX_FINALIZE_FAILED_TEXT,CommitIndexFinalizeFailedText,en-US,0000000546|en-US,COMMIT_INDEX_FINALIZE_FAILED_TEXT|en-US,failed during index finalization; buffer retained for retry. DBF and memo writes may already have occurred.,5967a039dca0742f9050dad101ad3a4615da21007f5e22a3ad778d40e8ecfe5c,ACTIVE,src/help/helpdata_messages.cpp
546,COMMIT_INDEX_FINALIZE_FAILED_TEXT,CommitIndexFinalizeFailedText,es,0000000546|es,COMMIT_INDEX_FINALIZE_FAILED_TEXT|es,fallÃ³ durante la finalizaciÃ³n del Ã­ndice; bÃºfer conservado para reintento. Es posible que ya se hayan producido escrituras en DBF y memo.,ab1bd00f6af6781506696ab3b15dc28dc9fe2830e4d32c4dfba3d0d9e2ba6b84,ACTIVE,src/help/helpdata_messages.cpp
546,COMMIT_INDEX_FINALIZE_FAILED_TEXT,CommitIndexFinalizeFailedText,fr,0000000546|fr,COMMIT_INDEX_FINALIZE_FAILED_TEXT|fr,Ã©chec lors de la finalisation de l'index ; mÃ©moire tampon conservÃ©e pour nouvelle tentative. Des Ã©critures DBF et mÃ©mo ont pu dÃ©jÃ  avoir lieu.,8ff9b8bc94d4be2468f80b6767a5364f3bbd01ed1e072636ec976105fa99db47,ACTIVE,src/help/helpdata_messages.cpp
